nt,1.7745348783488144
good,1.799346665828477
food,1.8543532953406883
NUM,1.9037814180644528
great,2.105459498737969
order,2.1855672720302044
time,2.235961665952722
wait,2.3774420130387366
servic,2.4270215848346526
back,2.4272369860201914
friend,2.453649085559969
love,2.500284969337046
delici,2.624753104733827
ve,2.62501560637597
restaur,2.650138214262713
dish,2.7192368544720287
eat,2.721691906611338
tabl,2.745690717138726
make,2.78080848448998
menu,2.8498671000353357
chees,2.853489695796771
tast,2.8572910391066184
thing,2.9042448377700456
amaz,2.934371312387874
nice,2.936161502626086
peopl,2.963590340486538
seat,2.9720978820899555
pretti,2.9730269911412766
night,2.9893332281796727
perfect,3.0587716151556563
recommend,3.0673151984499083
flavor,3.084832390314712
price,3.119307624329541
meal,3.1197381021665804
small,3.150785633112948
dinner,3.1536767726782196
bit,3.1628501226084773
favorit,3.164649898122417
worth,3.175289500469964
made,3.222828740498336
enjoy,3.2460069871932844
experi,3.248207746120416
long,3.27324313471003
top,3.2861269809827096
fresh,3.2927596583594485
line,3.3129258019372245
star,3.3131870008416744
serv,3.3260700500650304
review,3.332174913086366
lot,3.3501740558178437
day,3.3537042699389414
plate,3.354793001674138
atmospher,3.3707142822623455
ll,3.3936651916906686
sweet,3.3970684848223764
minut,3.4096472670292366
tasti,3.4229692132545337
ca,3.440023434292773
ca-nt,3.457675351114623
expect,3.4719634798841086
staff,3.4728824568211984
special,3.489570112304662
feel,3.4908173840597487
visit,3.498019544516787
reserv,3.5109882538758725
hour,3.5276820604959376
lunch,3.52832972891236
big,3.5609252071618114
end,3.563270659736448
high,3.5666308779519116
awesom,3.568315230716642
bad,3.5842883825604046
disappoint,3.595311573751584
hot,3.599129034573582
server,3.601914551695008
share,3.6092636661364814
start,3.6251960265175667
NUM-minut,3.625910057251224
portion,3.6302049815341046
excel,3.6341582661077196
busi,3.661907399621904
sit,3.678331807654706
find,3.7131812082389373
crowd,3.7206132784350623
burger,3.721398824429896
thought,3.7352467212886897
spot,3.7352467212886897
cook,3.73764002119453
beef,3.739638822579567
kind,3.7448544813438627
full,3.7684616012351304
person,3.7705230325979935
tapa,3.7742443517570425
dine,3.7838177859561943
walk,3.7863303500920775
beer,3.7943287088761872
group,3.7955974762276115
huge,3.8075175833115216
larg,3.8122396354427175
work,3.815256228982143
NUM-star,3.818714944060024
date,3.8287259090597634
super,3.8335494220294684
bbq,3.8357496429390707
sandwich,3.8366310885668766
egg,3.84193614079657
quick,3.8423795014777404
area,3.866163436131894
decid,3.8775816921799717
breakfast,3.8872748213856316
crust,3.8900616322928108
open,3.89987708852104
deep,3.905529482279654
fantast,3.917887053985886
sausag,3.9198018463373185
fan,3.9260503646250466
waiter,3.9299151037349356
check,3.9313682403432675
qualiti,3.941110158596897
toast,3.9529271351016817
year,3.9583902726028994
park,3.96438429654311
half,3.974454875106706
fish,3.977495931682485
stop,3.9866749864414817
citi,3.987700101856727
put,3.9902674973619727
loud,3.996973738642056
brunch,4.000603506692634
pack,4.003204288392691
style,4.004246497971136
rib,4.00633418140162
fun,4.006856783974266
happi,4.007379659803172
crispi,4.008426232373844
select,4.0105226692003715
spici,4.017366602205197
shrimp,4.0194818859130095
italian,4.0301259459589565
call,4.037644778372984
week,4.037644778372984
parti,4.044677536599266
list,4.054497582780242
size,4.062202629154648
home,4.062755268019224
attent,4.064415019437588
coupl,4.067742809530263
left,4.071081710795777
appet,4.074991238255091
arriv,4.084549927846645
